nome_completo,url,estrelas,cbo_media,cbo_mediana,cbo_desvio_padrao,dit_media,dit_mediana,dit_desvio_padrao,lcom_media,lcom_mediana,lcom_desvio_padrao
Snailclimb/JavaGuide,https://github.com/Snailclimb/JavaGuide,154489,2.3333333333333335,0.0,3.2998316455372216,1.0,1.0,0.0,14.333333333333334,0.0,20.27039439401436
