tecnologia,tempo_ms,tamanho_bytes
GraphQL,0.871300,56
REST,0.655000,322
GraphQL,0.899700,53
REST,1.011300,325
GraphQL,1.033100,51
REST,0.833500,325
GraphQL,0.892100,51
REST,0.664400,326
GraphQL,0.889500,54
REST,0.655900,325
GraphQL,1.067400,55
REST,0.913700,327
GraphQL,1.107500,54
REST,0.908800,326
GraphQL,0.939800,54
REST,0.684900,325
GraphQL,0.863800,53
REST,0.776500,328
GraphQL,1.053500,56
REST,0.673700,327
GraphQL,0.868400,55
REST,0.640500,324
GraphQL,0.847300,55
REST,0.663800,325
GraphQL,0.816900,53
REST,0.781800,327
GraphQL,1.009500,53
REST,0.672200,325
GraphQL,0.947000,57
REST,0.666900,325
GraphQL,0.819700,52
REST,0.713400,326
GraphQL,0.816600,54
REST,0.901000,327
GraphQL,1.039400,55
REST,0.683700,321
GraphQL,0.912700,50
REST,0.653700,320
GraphQL,0.839900,52
REST,0.649100,324
GraphQL,0.796000,52
REST,0.804400,321
GraphQL,1.330500,50
REST,0.820000,327
GraphQL,0.928900,54
REST,0.717400,322
GraphQL,1.069600,53
REST,0.654400,328
GraphQL,0.960200,56
REST,0.857300,329
GraphQL,0.916300,56
REST,0.691000,325
GraphQL,0.846800,51
REST,0.660200,325
GraphQL,0.827000,55
REST,0.651100,321
GraphQL,0.877500,50
REST,0.975400,324
GraphQL,1.133100,53
REST,0.762300,323
GraphQL,0.918300,53
REST,0.708700,327
GraphQL,0.880100,54
REST,0.687200,330
GraphQL,0.982800,56
REST,0.754200,320
GraphQL,1.111500,52
REST,0.744300,325
GraphQL,1.034700,53
REST,0.675300,328
GraphQL,0.902800,54
REST,0.652100,330
GraphQL,1.200500,56
REST,0.915500,323
GraphQL,0.933200,53
REST,0.719400,326
GraphQL,1.013300,55
REST,0.676400,325
GraphQL,0.881700,52
REST,0.788800,320
GraphQL,1.221900,52
REST,0.804900,327
GraphQL,0.931800,54
REST,0.677400,325
GraphQL,0.909700,52
REST,0.941400,326
GraphQL,1.091300,55
REST,0.916300,328
GraphQL,1.269200,56
REST,0.887900,325
GraphQL,1.117100,55
REST,0.841300,320
GraphQL,1.151400,53
REST,0.889900,328
GraphQL,1.132800,54
REST,0.747500,323
GraphQL,1.051100,53
REST,0.680700,325
GraphQL,0.872500,55
REST,0.657900,325
GraphQL,0.860200,55
REST,0.874800,320
GraphQL,1.056000,53
REST,0.702600,325
GraphQL,0.970000,52
REST,0.724600,325
GraphQL,0.971400,53
REST,0.829100,328
GraphQL,1.054400,56
REST,0.953900,328
GraphQL,1.010600,53
REST,0.861400,325
GraphQL,1.017200,55
REST,0.675700,322
GraphQL,0.857900,53
REST,0.771000,325
GraphQL,1.309500,53
REST,0.893800,331
GraphQL,1.134100,57
REST,0.701000,325
GraphQL,0.869700,55
REST,0.655900,324
GraphQL,0.842100,53
REST,0.964000,325
GraphQL,1.337600,52
REST,0.846700,320
GraphQL,0.909000,52
REST,0.688600,324
GraphQL,0.961000,52
REST,0.706400,326
GraphQL,1.120700,57
REST,0.911000,327
GraphQL,1.079800,53
REST,0.820600,324
GraphQL,0.937800,53
REST,0.677400,325
GraphQL,0.862600,53
REST,0.831900,320
GraphQL,1.429100,53
REST,0.851400,324
GraphQL,0.929800,52
REST,0.704400,326
GraphQL,0.897200,53
REST,0.688400,322
GraphQL,0.973500,53
REST,0.864100,332
GraphQL,1.004500,57
REST,0.728000,328
GraphQL,0.903600,55
REST,0.686600,332
GraphQL,0.875900,57
REST,0.765100,327
GraphQL,1.268300,52
REST,0.971000,327
GraphQL,1.122000,54
REST,0.765200,330
GraphQL,0.965100,57
REST,0.800000,330
GraphQL,0.853500,56
REST,0.728600,325
GraphQL,1.258700,53
REST,0.871800,321
GraphQL,1.150900,50
REST,0.871900,324
GraphQL,1.191300,53
REST,0.890100,327
GraphQL,1.339300,56
REST,0.994600,327
GraphQL,1.159400,56
REST,0.890500,330
GraphQL,1.140500,53
REST,0.857600,325
GraphQL,1.265200,52
REST,0.994000,330
GraphQL,0.994100,57
REST,0.723800,329
GraphQL,1.019500,55
REST,0.721000,325
GraphQL,0.864200,55
REST,0.800400,327
GraphQL,1.266300,53
REST,1.011900,325
GraphQL,0.953200,57
REST,0.751600,325
GraphQL,0.953700,51
REST,0.669700,325
GraphQL,0.947000,55
REST,0.838500,323
GraphQL,1.118300,53
REST,0.860300,325
GraphQL,1.084400,53
REST,0.833500,325
GraphQL,1.260400,51
REST,0.733600,327
GraphQL,1.157900,54
REST,0.846300,326
GraphQL,0.950500,57
REST,0.749600,327
GraphQL,0.868900,54
REST,0.752200,326
GraphQL,0.859200,53
REST,0.860800,327
GraphQL,1.109000,52
REST,0.692400,326
GraphQL,1.035200,57
REST,0.733300,328
GraphQL,0.961400,54
REST,0.745400,330
GraphQL,0.994900,57
REST,0.796300,326
GraphQL,1.225700,54
REST,0.801500,328
GraphQL,0.937600,55
REST,0.665300,321
GraphQL,0.841000,50
REST,0.645700,325
GraphQL,1.082200,52
REST,0.981100,322
GraphQL,1.152100,53
REST,0.856800,326
GraphQL,1.220100,55
REST,0.883500,323
GraphQL,0.927800,53
REST,0.967800,325
GraphQL,1.189500,53
REST,1.002000,329
GraphQL,1.138800,55
REST,0.785000,320
GraphQL,0.962000,53
REST,0.784900,328
GraphQL,1.212600,53
REST,0.944200,326
GraphQL,0.961600,54
REST,0.813700,326
GraphQL,0.911700,55
REST,0.696800,331
GraphQL,0.888300,57
REST,0.881700,325
GraphQL,1.196100,52
REST,0.717400,328
GraphQL,0.978400,56
REST,0.825000,330
GraphQL,0.913800,57
REST,0.692100,330
GraphQL,1.050200,56
REST,0.996500,320
GraphQL,1.292900,53
REST,0.826000,329
GraphQL,1.006900,57
REST,0.752800,326
GraphQL,0.905700,57
REST,0.807700,322
GraphQL,1.254100,53
REST,0.911900,325
GraphQL,0.945600,53
REST,0.766800,328
GraphQL,0.944400,53
REST,0.692500,331
GraphQL,1.169200,57
REST,1.098800,322
GraphQL,1.483300,53
REST,1.041600,325
GraphQL,1.162500,51
REST,0.752100,327
GraphQL,1.046200,54
REST,0.940000,327
GraphQL,1.504700,55
REST,0.910400,326
GraphQL,1.142500,54
REST,0.775900,327
GraphQL,1.161400,55
REST,1.033100,328
GraphQL,1.537300,55
REST,0.949700,329
GraphQL,1.127700,57
REST,0.732500,328
GraphQL,0.899100,53
REST,0.784000,320
GraphQL,1.237600,52
REST,0.942100,324
GraphQL,0.904700,52
REST,0.690400,330
GraphQL,1.042400,53
REST,0.681800,329
GraphQL,0.861500,56
REST,0.905700,330
GraphQL,1.145600,57
REST,0.691700,324
GraphQL,0.857300,52
REST,0.642900,326
GraphQL,0.827600,53
REST,0.629200,325
GraphQL,0.795400,52
REST,0.882700,325
GraphQL,1.091800,53
REST,0.691300,320
GraphQL,0.881900,53
REST,0.793200,327
GraphQL,0.854000,54
REST,0.682000,323
GraphQL,0.829600,53
REST,0.863800,324
GraphQL,1.027700,53
REST,0.755500,324
GraphQL,0.916800,55
REST,0.846300,329
GraphQL,0.823500,57
REST,0.635800,330
GraphQL,0.855000,57
REST,0.834400,325
GraphQL,0.872900,51
REST,0.673800,325
GraphQL,0.979400,55
REST,0.657900,327
GraphQL,0.838100,56
REST,0.658200,321
GraphQL,0.929500,50
REST,0.876000,323
GraphQL,1.116600,53
REST,0.711100,332
GraphQL,0.868400,57
REST,0.658400,327
GraphQL,0.877100,53
REST,0.649400,325
GraphQL,0.842900,52
REST,0.862000,328
GraphQL,1.226700,54
REST,0.741000,320
GraphQL,0.883400,53
REST,0.653300,320
GraphQL,0.909000,53
REST,0.748700,325
GraphQL,0.975400,52
REST,0.872800,325
GraphQL,0.929900,55
REST,0.756300,323
GraphQL,0.886400,53
REST,0.751900,328
GraphQL,0.831700,56
REST,0.653200,325
GraphQL,0.963700,55
REST,0.893300,327
GraphQL,1.039000,52
REST,0.684000,328
GraphQL,0.883400,56
REST,0.644800,323
GraphQL,0.796300,53
REST,0.680000,326
GraphQL,1.069000,53
REST,0.744500,325
GraphQL,0.952800,51
REST,0.847600,329
GraphQL,0.892300,52
REST,0.684800,325
GraphQL,0.990600,53
REST,0.737800,320
GraphQL,1.111600,53
REST,0.862100,325
GraphQL,1.122700,53
REST,0.736800,329
GraphQL,0.857400,52
REST,0.716100,324
GraphQL,0.852100,53
REST,0.659800,333
GraphQL,1.066400,58
REST,0.794000,325
GraphQL,1.031200,57
REST,0.694500,327
GraphQL,0.921000,54
REST,0.722400,323
GraphQL,1.010600,53
REST,0.762300,329
GraphQL,1.175000,57
REST,0.744400,329
GraphQL,1.006800,57
REST,0.809800,326
GraphQL,0.881800,54
REST,0.650900,325
GraphQL,0.844100,53
REST,0.886000,325
GraphQL,1.059600,52
REST,0.735000,325
GraphQL,1.003200,57
REST,0.704500,320
GraphQL,1.006000,53
REST,0.682100,330
GraphQL,0.806500,57
REST,0.885200,326
GraphQL,0.988800,55
REST,0.788800,330
GraphQL,0.948300,57
REST,0.671600,327
GraphQL,0.828400,52
REST,0.675800,326
GraphQL,0.887000,53
REST,0.911500,322
GraphQL,1.151700,53
REST,0.759200,326
GraphQL,0.987800,54
REST,0.809200,325
GraphQL,0.888500,53
REST,0.656800,328
GraphQL,1.013000,56
REST,0.803600,325
GraphQL,1.067800,53
REST,0.697900,329
GraphQL,0.954500,57
REST,0.701000,324
GraphQL,0.844800,53
REST,0.644600,325
GraphQL,1.065000,53
REST,0.859900,330
GraphQL,1.054600,53
REST,0.705200,326
GraphQL,0.862600,54
REST,0.686500,326
GraphQL,0.857100,54
REST,0.771600,327
GraphQL,1.203300,59
REST,0.846500,326
GraphQL,0.923500,53
REST,0.672800,327
GraphQL,0.841300,54
REST,0.648500,327
GraphQL,0.855200,52
REST,0.701900,327
GraphQL,1.157600,59
REST,0.933900,332
GraphQL,1.041500,57
REST,0.911500,327
GraphQL,0.856500,54
REST,0.692000,324
GraphQL,0.850000,52
REST,0.953800,325
GraphQL,1.176500,55
REST,0.725100,325
GraphQL,0.879400,55
REST,0.665800,329
GraphQL,0.818100,57
REST,0.625100,329
GraphQL,0.876800,56
REST,0.894300,325
GraphQL,1.347100,51
REST,0.708000,332
GraphQL,0.911800,57
REST,0.681400,325
GraphQL,0.823200,53
REST,0.652300,328
GraphQL,1.034200,56
REST,0.903400,327
GraphQL,1.057200,53
REST,0.714500,327
GraphQL,0.876600,54
REST,0.800700,325
GraphQL,0.932600,52
REST,0.788700,328
GraphQL,1.077000,53
REST,0.906200,325
GraphQL,1.151000,53
REST,0.906200,325
GraphQL,1.127000,53
REST,0.745900,328
GraphQL,1.132600,55
REST,0.846200,332
GraphQL,1.111200,57
REST,0.837200,329
GraphQL,0.992800,56
REST,0.770100,325
GraphQL,0.912500,55
REST,0.680200,325
GraphQL,1.236500,52
REST,0.963000,328
GraphQL,0.941600,55
REST,0.828300,327
GraphQL,1.032200,54
REST,0.751700,329
GraphQL,0.872700,55
REST,0.858200,327
GraphQL,1.276300,54
REST,0.873700,325
GraphQL,0.925000,51
REST,0.784800,325
GraphQL,1.030100,57
REST,0.854100,330
GraphQL,1.346900,56
REST,0.901600,324
GraphQL,1.293900,53
REST,0.863500,325
GraphQL,1.062200,57
REST,0.791300,325
GraphQL,1.286800,51
REST,1.041500,325
GraphQL,1.445200,55
REST,0.936900,328
GraphQL,1.230700,56
REST,0.861900,332
GraphQL,1.202000,57
REST,0.955900,327
GraphQL,1.403700,52
REST,0.975700,320
GraphQL,1.155500,52
REST,0.716400,325
GraphQL,0.957100,55
REST,0.982900,326
GraphQL,1.436300,57
REST,0.998400,324
GraphQL,1.332200,52
REST,0.875600,330
GraphQL,1.228400,56
REST,1.000400,325
GraphQL,1.591800,51
REST,0.977000,325
GraphQL,1.339900,51
REST,0.751600,326
GraphQL,1.401100,55
REST,1.236300,327
GraphQL,1.536200,54
REST,0.921700,329
GraphQL,1.232800,56
REST,0.941200,326
GraphQL,1.243700,54
REST,1.141600,325
GraphQL,1.296900,55
REST,0.982200,325
GraphQL,1.351400,52
REST,0.897400,326
GraphQL,1.333700,54
REST,1.073400,329
GraphQL,1.439800,52
REST,0.903700,323
GraphQL,1.149400,53
REST,0.896100,328
GraphQL,1.378400,54
REST,1.110800,325
GraphQL,1.319200,57
REST,0.869000,333
GraphQL,1.087300,58
REST,0.800800,330
GraphQL,1.294900,53
REST,1.324100,333
GraphQL,1.988800,58
REST,1.125400,325
GraphQL,1.256000,51
REST,1.228200,327
GraphQL,1.825800,55
REST,1.267200,325
GraphQL,1.495700,52
REST,1.041600,330
GraphQL,2.013100,56
REST,1.199100,332
GraphQL,1.828500,57
REST,1.101600,330
GraphQL,1.988700,57
REST,1.364300,333
GraphQL,1.593900,58
REST,1.103300,322
GraphQL,1.586200,53
REST,1.546500,330
GraphQL,1.832300,56
REST,0.891400,325
GraphQL,1.231300,57
REST,0.854000,325
GraphQL,1.261500,55
REST,0.952000,326
GraphQL,1.168300,54
REST,0.802900,329
GraphQL,1.064900,57
REST,0.859800,328
GraphQL,1.115400,56
REST,0.970200,327
GraphQL,1.229400,54
REST,0.805600,326
GraphQL,0.901600,55
REST,0.760000,325
GraphQL,0.902200,51
REST,0.688800,329
GraphQL,1.115900,56
REST,0.865400,327
GraphQL,0.955600,53
REST,0.705400,325
GraphQL,1.193100,51
REST,0.907600,326
GraphQL,1.089800,54
REST,0.929500,324
GraphQL,1.166600,53
REST,0.838500,320
GraphQL,1.028200,52
REST,0.684800,325
GraphQL,0.877900,57
REST,0.687400,327
GraphQL,1.069200,54
REST,0.900400,322
GraphQL,1.081500,53
REST,0.696900,332
GraphQL,0.990400,57
REST,0.688000,327
GraphQL,0.892400,56
REST,0.765000,325
GraphQL,1.037300,52
REST,0.812900,328
GraphQL,0.878400,54
REST,0.676300,328
GraphQL,0.956700,53
REST,0.722100,326
GraphQL,0.835700,54
REST,0.678300,327
GraphQL,1.214000,54
REST,0.867800,325
GraphQL,0.995800,52
REST,0.802200,325
GraphQL,0.949800,55
REST,0.781200,322
GraphQL,1.131600,53
REST,0.906400,324
GraphQL,1.221800,53
REST,0.753000,325
GraphQL,0.888500,51
REST,0.673100,325
GraphQL,1.011500,55
REST,0.700600,326
GraphQL,1.205500,54
REST,0.954400,325
GraphQL,0.972200,52
REST,0.833900,332
GraphQL,0.891700,57
REST,0.657800,328
GraphQL,0.833800,53
REST,0.706200,327
GraphQL,1.083300,54
REST,0.937700,333
GraphQL,1.066000,58
REST,0.689200,327
GraphQL,0.865000,54
REST,0.664400,327
GraphQL,0.824000,54
REST,0.887300,328
GraphQL,1.264100,53
REST,0.829200,323
GraphQL,1.007100,53
REST,0.789900,326
GraphQL,0.919800,53
REST,0.694200,322
GraphQL,0.937000,53
REST,0.857900,326
GraphQL,1.304700,57
REST,0.758700,330
GraphQL,0.947700,53
REST,0.712300,326
GraphQL,0.966100,57
REST,0.676300,324
GraphQL,1.393600,53
REST,1.225800,325
GraphQL,1.228400,53
REST,0.735700,327
GraphQL,1.020700,55
REST,0.715800,326
GraphQL,1.028300,54
REST,0.898800,325
GraphQL,1.355200,55
REST,0.880500,330
GraphQL,0.995100,56
REST,0.715300,322
GraphQL,0.908600,53
REST,0.768800,325
GraphQL,1.240500,55
REST,0.802200,326
GraphQL,1.022900,54
REST,0.700400,325
GraphQL,0.897200,52
REST,0.727200,320
GraphQL,0.863500,52
REST,0.923100,325
GraphQL,1.268700,55
REST,0.883500,329
GraphQL,0.957800,55
REST,0.681800,324
GraphQL,0.860200,55
REST,0.830200,328
GraphQL,1.102100,53
REST,0.975900,325
GraphQL,1.026700,53
REST,0.708100,328
GraphQL,0.925100,56
REST,0.675900,330
GraphQL,0.879900,57
REST,0.646200,328
GraphQL,1.269100,56
REST,0.775100,325
GraphQL,0.991300,57
REST,0.692000,332
GraphQL,1.014200,57
REST,0.660200,327
GraphQL,0.919600,56
REST,0.664900,328
GraphQL,1.222500,54
REST,0.831000,321
GraphQL,1.119800,50
REST,0.869500,327
GraphQL,1.093900,52
REST,0.710300,329
GraphQL,1.159100,57
REST,0.966900,328
GraphQL,1.044400,54
REST,0.687300,322
GraphQL,0.988400,53
REST,0.679000,328
GraphQL,0.854500,56
REST,0.652000,323
GraphQL,0.998600,53
REST,0.912200,327
GraphQL,1.071800,54
REST,0.702900,329
GraphQL,0.861700,56
REST,0.644000,326
GraphQL,0.825600,57
REST,0.628300,327
GraphQL,1.007000,59
REST,0.960900,326
GraphQL,1.251000,57
REST,0.825700,328
GraphQL,1.051700,55
REST,0.783100,330
GraphQL,0.952400,57
REST,0.832500,326
GraphQL,0.989100,54
REST,0.810300,326
GraphQL,1.018700,57
REST,0.695800,327
GraphQL,0.950900,56
REST,0.687100,328
GraphQL,0.822400,55
REST,0.861200,325
GraphQL,0.882500,53
REST,0.740500,332
GraphQL,0.845500,57
REST,0.672200,330
GraphQL,0.825700,53
REST,0.655500,329
GraphQL,0.793400,52
REST,0.721900,325
GraphQL,0.918100,53
REST,0.753100,322
GraphQL,0.819400,53
REST,0.750600,328
GraphQL,0.817400,56
REST,0.641500,328
GraphQL,0.788600,54
REST,0.636100,327
GraphQL,1.146900,52
REST,0.992500,325
GraphQL,1.043100,55
REST,0.798300,326
GraphQL,0.832100,54
REST,0.657700,320
GraphQL,0.844500,53
REST,0.758800,326
GraphQL,1.176300,54
REST,0.810000,324
GraphQL,0.922800,52
REST,0.686400,327
GraphQL,0.844900,55
REST,0.672600,326
GraphQL,0.819700,54
REST,0.742000,327
GraphQL,1.481200,52
REST,0.785100,328
GraphQL,1.023400,54
REST,0.725200,330
GraphQL,0.866400,56
REST,0.672600,328
GraphQL,0.865100,56
REST,0.807100,329
GraphQL,0.990700,57
REST,0.759100,330
GraphQL,0.857100,57
REST,0.660400,323
GraphQL,0.799800,53
REST,0.630700,330
GraphQL,0.785000,57
REST,0.996200,327
GraphQL,1.190600,53
REST,0.690800,322
GraphQL,0.877600,53
REST,0.686900,324
GraphQL,0.819100,53
REST,0.652900,320
GraphQL,0.807800,53
REST,0.783600,325
GraphQL,0.970700,55
REST,0.702700,329
GraphQL,0.816300,56
REST,0.653400,330
GraphQL,0.811500,56
