url,criado_em,atualizado_em,dias_desde_ultimo_push,dono,estrelas,idade_anos,idade_dias,nome_completo,nome_repo
https://github.com/netdata/netdata,2013-06-17T18:39:10Z,2026-04-30T17:52:34Z,0,netdata,78653,12.8679,4700,netdata/netdata,netdata
https://github.com/karpathy/autoresearch,2026-03-06T22:00:43Z,2026-03-26T00:07:37Z,35,karpathy,78104,0.1478,54,karpathy/autoresearch,autoresearch
https://github.com/Stirling-Tools/Stirling-PDF,2023-01-27T18:22:42Z,2026-04-30T18:26:49Z,0,Stirling-Tools,78024,3.2553,1189,Stirling-Tools/Stirling-PDF,Stirling-PDF
https://github.com/tensorflow/models,2016-02-05T01:15:20Z,2026-04-29T15:30:42Z,1,tensorflow,77667,10.2313,3737,tensorflow/models,models
https://github.com/d2l-ai/d2l-zh,2017-08-23T04:40:24Z,2024-07-30T09:32:19Z,639,d2l-ai,77536,8.6845,3172,d2l-ai/d2l-zh,d2l-zh
https://github.com/nomic-ai/gpt4all,2023-03-27T18:49:32Z,2025-05-27T20:05:19Z,337,nomic-ai,77376,3.0938,1130,nomic-ai/gpt4all,gpt4all
https://github.com/swisskyrepo/PayloadsAllTheThings,2016-10-18T07:29:07Z,2026-04-22T14:05:32Z,8,swisskyrepo,77373,9.5305,3481,swisskyrepo/PayloadsAllTheThings,PayloadsAllTheThings
https://github.com/coder/code-server,2019-02-27T16:50:41Z,2026-04-27T17:59:20Z,3,coder,77342,7.1704,2619,coder/code-server,code-server
https://github.com/jesseduffield/lazygit,2018-05-19T00:53:06Z,2026-04-30T12:31:09Z,0,jesseduffield,77258,7.948,2903,jesseduffield/lazygit,lazygit
https://github.com/PaddlePaddle/PaddleOCR,2020-05-08T10:38:16Z,2026-04-28T03:51:17Z,2,PaddlePaddle,76884,5.9767,2183,PaddlePaddle/PaddleOCR,PaddleOCR
https://github.com/MisterBooo/LeetCodeAnimation,2018-12-06T08:01:22Z,2023-08-14T12:14:01Z,990,MisterBooo,76645,7.3977,2702,MisterBooo/LeetCodeAnimation,LeetCodeAnimation
https://github.com/elastic/elasticsearch,2010-02-08T13:20:56Z,2026-04-30T19:19:53Z,-1,elastic,76616,16.2218,5925,elastic/elasticsearch,elasticsearch
https://github.com/FortAwesome/Font-Awesome,2012-02-17T14:19:43Z,2026-02-10T18:21:21Z,79,FortAwesome,76527,14.1985,5186,FortAwesome/Font-Awesome,Font-Awesome
https://github.com/ventoy/Ventoy,2020-03-10T15:19:19Z,2026-04-24T07:40:01Z,6,ventoy,76282,6.1383,2242,ventoy/Ventoy,Ventoy
https://github.com/sdmg15/Best-websites-a-programmer-should-visit,2017-03-05T20:25:17Z,2025-09-16T18:34:24Z,226,sdmg15,76022,9.1499,3342,sdmg15/Best-websites-a-programmer-should-visit,Best-websites-a-programmer-should-visit
https://github.com/lobehub/lobehub,2023-05-21T07:19:12Z,2026-04-30T18:41:42Z,0,lobehub,75897,2.9432,1075,lobehub/lobehub,lobehub
https://github.com/typicode/json-server,2013-11-27T13:21:13Z,2026-03-23T19:40:00Z,37,typicode,75576,12.4216,4537,typicode/json-server,json-server
https://github.com/nestjs/nest,2017-02-04T20:12:52Z,2026-04-30T07:38:42Z,0,nestjs,75347,9.2293,3371,nestjs/nest,nest
https://github.com/awesomedata/awesome-public-datasets,2014-11-20T06:20:50Z,2026-04-28T15:41:46Z,2,awesomedata,74756,11.4415,4179,awesomedata/awesome-public-datasets,awesome-public-datasets
https://github.com/unionlabs/union,2023-05-16T22:33:39Z,2026-04-29T12:53:04Z,1,unionlabs,74113,2.9541,1079,unionlabs/union,union
https://github.com/redis/redis,2009-03-21T22:32:25Z,2026-04-30T13:38:25Z,0,redis,74083,17.1061,6248,redis/redis,redis
https://github.com/dair-ai/Prompt-Engineering-Guide,2022-12-16T16:04:50Z,2026-03-11T20:09:13Z,49,dair-ai,74037,3.3703,1231,dair-ai/Prompt-Engineering-Guide,Prompt-Engineering-Guide
https://github.com/tesseract-ocr/tesseract,2014-08-12T18:04:59Z,2026-04-27T05:53:42Z,3,tesseract-ocr,73825,11.7153,4279,tesseract-ocr/tesseract,tesseract
https://github.com/vuejs/awesome-vue,2015-10-20T00:16:14Z,2026-04-30T18:48:07Z,0,vuejs,73602,10.527,3845,vuejs/awesome-vue,awesome-vue
https://github.com/grafana/grafana,2013-12-11T15:59:56Z,2026-04-30T19:15:23Z,0,grafana,73514,12.3833,4523,grafana/grafana,grafana
https://github.com/openai/openai-cookbook,2022-03-11T02:08:53Z,2026-04-29T03:44:29Z,1,openai,73143,4.1369,1511,openai/openai-cookbook,openai-cookbook
https://github.com/twitter/the-algorithm,2023-03-27T14:57:57Z,2025-09-08T18:40:54Z,234,twitter,73097,3.0938,1130,twitter/the-algorithm,the-algorithm
https://github.com/enaqx/awesome-react,2014-08-06T05:31:44Z,2026-03-27T01:20:52Z,34,enaqx,73086,11.7317,4285,enaqx/awesome-react,awesome-react
