tecnologia,tempo_ms,tamanho_bytes
GraphQL,1.045357,54
REST,0.840615,325
GraphQL,1.127733,55
REST,0.748049,327
GraphQL,1.364693,54
REST,0.822921,329
GraphQL,1.139758,57
REST,0.742657,325
GraphQL,1.191683,55
REST,0.965468,323
GraphQL,1.333375,53
REST,0.994268,331
GraphQL,1.315567,57
REST,0.825010,326
GraphQL,1.079311,54
REST,0.852097,327
GraphQL,1.131290,54
REST,0.859481,325
GraphQL,1.101974,53
REST,1.090533,329
GraphQL,1.326542,57
REST,0.892674,326
GraphQL,1.447603,57
REST,1.146093,324
GraphQL,1.236931,53
REST,1.020599,327
GraphQL,1.247965,54
REST,0.774787,327
GraphQL,0.992054,52
REST,0.810155,327
GraphQL,1.126690,54
REST,0.772114,329
GraphQL,1.090552,57
REST,1.018976,327
GraphQL,1.372829,59
REST,0.783098,325
GraphQL,1.370326,55
REST,0.787814,330
GraphQL,1.149153,57
REST,1.105415,329
GraphQL,1.357911,56
REST,0.801871,325
GraphQL,1.047395,51
REST,0.890140,327
GraphQL,1.005961,54
REST,0.762627,327
GraphQL,1.278038,54
REST,0.817506,325
GraphQL,1.221242,53
REST,0.786086,325
GraphQL,1.398855,53
REST,0.981284,327
GraphQL,1.380876,52
REST,0.953029,330
GraphQL,1.716893,56
REST,0.941778,333
GraphQL,1.196504,58
REST,1.125083,329
GraphQL,1.543237,57
REST,1.059140,328
GraphQL,1.770325,55
REST,1.065449,325
GraphQL,1.334407,57
REST,1.666046,323
GraphQL,1.929258,53
REST,1.471019,322
GraphQL,1.848509,53
REST,1.050815,324
GraphQL,2.148392,52
REST,1.008165,329
GraphQL,1.561241,57
REST,1.441061,324
GraphQL,1.888656,53
REST,1.129912,329
GraphQL,2.081615,52
REST,1.401315,327
GraphQL,2.275475,56
REST,1.459636,324
GraphQL,2.084039,53
REST,1.231260,333
GraphQL,1.802591,58
REST,1.167174,324
GraphQL,1.991988,53
REST,1.426008,324
GraphQL,1.807395,55
REST,1.354075,329
GraphQL,1.986902,55
REST,1.397033,328
GraphQL,1.775960,53
REST,1.148453,322
GraphQL,1.795427,53
REST,1.029275,324
GraphQL,1.451225,53
REST,1.353224,328
GraphQL,1.828180,54
REST,1.307478,323
GraphQL,1.796233,53
REST,1.273512,322
GraphQL,1.748088,53
REST,1.127494,322
GraphQL,1.505574,53
REST,1.131039,320
GraphQL,1.488712,53
REST,1.140930,328
GraphQL,3.434377,53
REST,1.892103,328
GraphQL,2.075453,56
REST,1.567782,329
GraphQL,2.753278,56
REST,1.467892,325
GraphQL,1.420723,51
REST,1.254465,326
GraphQL,2.233315,55
REST,1.648166,327
GraphQL,2.838440,53
REST,2.281155,326
GraphQL,1.489850,54
REST,1.149564,325
GraphQL,1.628482,53
REST,0.989198,329
GraphQL,1.749521,57
REST,1.153391,325
GraphQL,1.457642,52
REST,1.255311,330
GraphQL,1.472561,56
REST,0.979978,327
GraphQL,1.995160,54
REST,1.233450,327
GraphQL,1.596199,55
REST,1.168782,323
GraphQL,1.645587,53
REST,1.376659,330
GraphQL,1.672252,57
REST,0.925707,328
GraphQL,1.799627,56
REST,2.067708,322
GraphQL,2.252961,53
REST,1.130198,326
GraphQL,1.469436,57
REST,1.217193,326
GraphQL,1.794707,54
REST,1.165295,324
GraphQL,1.772664,53
REST,1.142909,326
GraphQL,1.917781,57
REST,1.307687,329
GraphQL,1.753476,52
REST,1.115730,324
GraphQL,1.460662,53
REST,1.538833,326
GraphQL,1.495385,54
REST,0.966270,328
GraphQL,1.608812,56
REST,0.997535,323
GraphQL,1.595115,53
REST,1.552385,328
GraphQL,2.119203,54
REST,1.927590,332
GraphQL,2.520497,57
REST,1.502578,322
GraphQL,2.186089,53
REST,1.917737,329
GraphQL,2.336031,52
REST,1.214100,329
GraphQL,1.770154,57
REST,1.120448,329
GraphQL,1.903902,52
REST,1.179191,330
GraphQL,2.018123,56
REST,3.800932,325
GraphQL,2.410683,53
REST,1.270867,325
GraphQL,1.760311,53
REST,1.341226,326
GraphQL,1.673275,54
REST,1.171566,326
GraphQL,1.530742,55
REST,1.109402,330
GraphQL,1.554468,57
REST,1.524408,324
GraphQL,2.130809,52
REST,1.375287,327
GraphQL,2.230258,59
REST,1.425671,325
GraphQL,1.775403,55
REST,1.223887,330
GraphQL,1.370671,56
REST,1.581090,323
GraphQL,1.958658,53
REST,1.067974,329
GraphQL,1.974752,55
REST,1.353248,322
GraphQL,2.232281,53
REST,1.382750,329
GraphQL,1.867110,56
REST,1.100501,329
GraphQL,1.600831,52
REST,1.471661,326
GraphQL,1.537395,57
REST,1.090512,322
GraphQL,1.605982,53
REST,1.038853,330
GraphQL,1.381413,56
REST,1.322210,332
GraphQL,1.343506,57
REST,1.110370,329
GraphQL,1.523445,52
REST,1.025854,330
GraphQL,1.379429,56
REST,1.199701,325
GraphQL,1.552324,51
REST,1.640394,325
GraphQL,1.481006,52
REST,0.996312,330
GraphQL,1.749235,53
REST,1.029506,320
GraphQL,1.578834,53
REST,1.701458,325
GraphQL,1.573669,55
REST,1.226271,329
GraphQL,1.361149,52
REST,0.905159,324
GraphQL,1.552825,53
REST,0.908890,326
GraphQL,1.486453,54
REST,1.383972,325
GraphQL,1.749511,52
REST,1.709122,325
GraphQL,1.745252,51
REST,1.301024,333
GraphQL,2.026219,58
REST,1.468728,329
GraphQL,2.483299,57
REST,2.667437,332
GraphQL,1.986683,57
REST,1.502158,329
GraphQL,2.386576,57
REST,1.393360,324
GraphQL,6.032809,53
REST,1.702550,325
GraphQL,2.754208,55
REST,4.203645,328
GraphQL,5.513448,53
REST,1.644780,327
GraphQL,1.904536,53
REST,1.515323,325
GraphQL,2.467636,53
REST,1.171617,325
GraphQL,1.653417,55
REST,1.520933,328
GraphQL,1.803192,54
REST,2.057467,321
GraphQL,2.057833,50
REST,1.746345,325
GraphQL,2.414118,55
REST,1.419089,322
GraphQL,2.030181,53
REST,1.099517,325
GraphQL,1.672465,55
REST,1.051949,332
GraphQL,1.259284,57
REST,1.806750,322
GraphQL,1.515411,53
REST,0.988464,327
GraphQL,1.363854,53
REST,0.902725,323
GraphQL,2.141238,53
REST,1.162539,329
GraphQL,1.293019,52
REST,1.404657,332
GraphQL,1.327425,57
REST,1.287169,330
GraphQL,1.817840,56
REST,1.287258,326
GraphQL,1.945755,57
REST,1.116912,328
GraphQL,2.322098,55
REST,1.007834,324
GraphQL,1.091103,53
REST,0.936509,320
GraphQL,1.183079,52
REST,1.592411,326
GraphQL,1.571680,57
REST,0.868018,325
GraphQL,1.112443,52
REST,0.848129,328
GraphQL,1.122713,55
REST,2.102343,327
GraphQL,1.745211,52
REST,0.995570,326
GraphQL,1.355969,57
REST,1.335731,325
GraphQL,1.654839,52
REST,0.982025,330
GraphQL,1.413359,57
REST,0.895760,328
GraphQL,1.159042,54
REST,1.360012,324
GraphQL,1.406846,55
REST,0.856475,328
GraphQL,1.346801,54
REST,0.806650,326
GraphQL,1.255317,53
REST,1.725199,329
GraphQL,1.456846,57
REST,1.573418,328
GraphQL,2.656791,54
REST,1.542766,325
GraphQL,2.256468,53
REST,1.437595,328
GraphQL,1.397707,53
REST,1.601763,327
GraphQL,2.471119,59
REST,1.476551,331
GraphQL,2.084469,57
REST,2.128283,324
GraphQL,2.765729,53
REST,1.524827,325
GraphQL,3.272628,51
REST,1.794145,327
GraphQL,2.298242,54
REST,1.159038,325
GraphQL,2.280774,52
REST,1.106729,328
GraphQL,1.710090,56
REST,1.332134,326
GraphQL,1.841545,57
REST,1.767024,325
GraphQL,1.789937,53
REST,1.416183,325
GraphQL,1.389448,51
REST,1.331171,327
GraphQL,1.702099,55
REST,1.177098,326
GraphQL,1.668361,57
REST,0.967888,328
GraphQL,1.637699,56
REST,1.597891,328
GraphQL,1.718621,53
REST,0.924701,329
GraphQL,1.886437,57
REST,0.935576,324
GraphQL,1.228283,52
REST,1.383178,325
GraphQL,1.283169,51
REST,0.900271,324
GraphQL,1.909871,52
REST,1.028123,320
GraphQL,1.247682,52
REST,1.093774,326
GraphQL,1.356119,54
REST,0.848583,325
GraphQL,1.655551,52
REST,1.177358,326
GraphQL,1.454430,55
REST,0.942379,326
GraphQL,1.259280,53
REST,0.905621,331
GraphQL,1.005041,57
REST,1.070067,333
GraphQL,1.083268,58
REST,0.711869,330
GraphQL,1.186771,56
REST,0.792403,328
GraphQL,1.194991,56
REST,0.827760,325
GraphQL,1.324126,53
REST,0.729072,327
GraphQL,1.153843,59
REST,0.712652,327
GraphQL,1.564929,53
REST,1.207321,324
GraphQL,1.657345,52
REST,1.155546,325
GraphQL,1.501681,55
REST,1.709539,326
GraphQL,1.575477,54
REST,1.453844,326
GraphQL,1.572472,54
REST,1.980462,326
GraphQL,3.248341,54
REST,1.916387,323
GraphQL,1.538447,53
REST,2.832267,329
GraphQL,2.830659,56
REST,2.155891,329
GraphQL,2.843609,56
REST,2.108355,326
GraphQL,2.018985,55
REST,1.364747,327
GraphQL,1.432956,54
REST,0.910989,326
GraphQL,1.687331,53
REST,1.142031,330
GraphQL,1.993265,53
REST,0.959191,332
GraphQL,1.521194,57
REST,1.202294,325
GraphQL,1.634601,53
REST,1.205311,333
GraphQL,1.801699,58
REST,1.201736,324
GraphQL,1.231772,55
REST,1.503711,322
GraphQL,1.912983,53
REST,1.290474,328
GraphQL,2.178219,56
REST,1.309751,327
GraphQL,2.021599,55
REST,1.169112,328
GraphQL,1.981442,53
REST,1.433096,324
GraphQL,2.283900,52
REST,1.563966,324
GraphQL,2.098067,52
REST,1.818854,325
GraphQL,2.238205,55
REST,1.552539,324
GraphQL,1.784467,53
REST,1.089020,324
GraphQL,2.164883,55
REST,1.445570,325
GraphQL,2.159327,55
REST,1.561632,327
GraphQL,2.146989,53
REST,1.509552,324
GraphQL,2.379117,55
REST,1.939769,325
GraphQL,2.291500,57
REST,1.222254,332
GraphQL,1.923184,57
REST,1.268672,328
GraphQL,2.036147,56
REST,0.976795,327
GraphQL,1.254375,52
REST,1.560467,324
GraphQL,1.633088,52
REST,1.162819,326
GraphQL,1.854781,57
REST,0.921760,328
GraphQL,1.308088,54
REST,1.205642,327
GraphQL,1.393741,54
REST,1.132938,330
GraphQL,1.471580,53
REST,0.910498,320
GraphQL,1.107075,53
REST,0.981989,328
GraphQL,1.125959,56
REST,0.919906,320
GraphQL,1.587049,53
REST,0.831518,331
GraphQL,1.109729,57
REST,0.714945,327
GraphQL,1.517287,56
REST,0.989599,327
GraphQL,1.550405,55
REST,0.937009,327
GraphQL,1.226570,54
REST,0.796330,329
GraphQL,2.255190,52
REST,1.292908,327
GraphQL,2.028377,54
REST,1.115510,325
GraphQL,1.654439,51
REST,1.287678,327
GraphQL,1.268387,55
REST,1.124207,325
GraphQL,1.308142,55
REST,0.923894,329
GraphQL,1.156197,57
REST,1.260619,329
GraphQL,1.407898,52
REST,1.304981,328
GraphQL,2.570858,54
REST,1.595522,330
GraphQL,1.749851,57
REST,1.022993,329
GraphQL,1.655460,56
REST,0.899988,324
GraphQL,1.375486,52
REST,1.001083,322
GraphQL,1.161537,53
REST,0.834143,326
GraphQL,1.135788,55
REST,0.851816,324
GraphQL,1.157344,53
REST,0.750362,324
GraphQL,1.321874,53
REST,0.974861,327
GraphQL,1.285945,54
REST,0.889868,324
GraphQL,1.271918,53
REST,0.887204,329
GraphQL,1.332314,57
REST,1.072757,328
GraphQL,1.284713,56
REST,0.883276,324
GraphQL,1.299341,52
REST,0.988909,327
GraphQL,1.386057,52
REST,0.983729,326
GraphQL,1.290115,57
REST,0.898826,322
GraphQL,1.412427,53
REST,1.269864,322
GraphQL,1.579029,53
REST,1.085893,326
GraphQL,1.670149,53
REST,1.030397,325
GraphQL,1.569568,53
REST,1.030237,329
GraphQL,1.445562,57
REST,0.872156,327
GraphQL,1.216171,55
REST,0.878346,326
GraphQL,0.957788,57
REST,0.922291,327
GraphQL,0.946286,53
REST,0.729453,323
GraphQL,0.980181,53
REST,0.788385,328
GraphQL,0.987655,54
REST,0.752847,326
GraphQL,1.070544,57
REST,0.761965,324
GraphQL,1.064673,52
REST,0.695417,322
GraphQL,1.106351,53
REST,0.975673,330
GraphQL,1.148974,56
REST,0.767195,331
GraphQL,1.292789,57
REST,0.792343,320
GraphQL,0.978448,52
REST,0.863630,327
GraphQL,1.071735,54
REST,0.731286,326
GraphQL,1.125509,53
REST,0.989439,329
GraphQL,1.083258,56
REST,0.818683,328
GraphQL,1.028093,55
REST,0.907793,327
GraphQL,1.389392,59
REST,0.864531,325
GraphQL,1.503916,53
REST,0.796751,325
GraphQL,1.109832,51
REST,1.135879,327
GraphQL,1.668645,54
REST,0.898034,325
GraphQL,1.512427,51
REST,1.138814,327
GraphQL,1.461030,55
REST,0.921811,327
GraphQL,1.080137,52
REST,0.798835,325
GraphQL,0.999478,57
REST,0.838656,327
GraphQL,1.007658,52
REST,0.728100,326
GraphQL,1.040660,57
REST,0.721207,327
GraphQL,0.989765,53
REST,0.663397,325
GraphQL,0.970724,51
REST,0.750899,327
GraphQL,1.004057,52
REST,0.676602,330
GraphQL,0.902734,53
REST,0.711062,326
GraphQL,1.109764,53
REST,0.652325,329
GraphQL,0.925056,57
REST,0.683745,320
GraphQL,0.950013,52
REST,0.759662,320
GraphQL,1.066937,52
REST,0.738049,326
GraphQL,0.968048,54
REST,0.642045,322
GraphQL,0.942750,53
REST,0.842488,325
GraphQL,0.975733,55
REST,0.843351,326
GraphQL,1.134616,54
REST,0.750122,326
GraphQL,0.996562,54
REST,0.655271,320
GraphQL,1.027542,52
REST,0.808253,324
GraphQL,1.000299,52
REST,0.700918,326
GraphQL,1.140820,57
REST,0.845454,325
GraphQL,1.177528,53
REST,0.749296,328
GraphQL,1.078028,56
REST,0.778617,320
GraphQL,0.885782,52
REST,0.664589,324
GraphQL,1.093397,52
REST,0.670730,325
GraphQL,1.061145,55
REST,0.650492,333
GraphQL,1.368208,58
REST,0.767009,324
GraphQL,0.931423,53
REST,0.701609,326
GraphQL,1.044774,53
REST,0.951737,325
GraphQL,1.190733,53
REST,1.060805,322
GraphQL,1.253464,53
REST,0.897604,329
GraphQL,1.056171,55
REST,0.973002,327
GraphQL,1.067943,55
REST,0.731492,327
GraphQL,1.070344,54
REST,0.687854,329
GraphQL,0.908114,56
REST,0.704239,325
GraphQL,1.030668,55
REST,0.662094,328
GraphQL,0.980412,53
REST,0.901626,326
GraphQL,1.132934,54
REST,0.707961,320
GraphQL,0.955489,53
REST,0.728031,330
GraphQL,1.018304,56
REST,0.673696,325
GraphQL,0.911770,57
REST,0.640483,328
GraphQL,0.912983,54
REST,0.647676,327
GraphQL,0.843490,54
REST,0.658732,327
GraphQL,0.833942,52
REST,0.687363,322
GraphQL,0.844312,53
REST,0.634241,320
GraphQL,0.885862,52
REST,0.772240,325
GraphQL,0.983728,52
REST,0.706218,325
GraphQL,0.854923,51
REST,0.733931,320
GraphQL,1.104107,52
REST,0.926549,325
GraphQL,1.429980,51
REST,0.771172,329
GraphQL,1.059798,55
REST,0.694902,326
GraphQL,1.412987,54
REST,0.775671,330
GraphQL,1.138094,56
REST,0.954643,329
GraphQL,1.051167,57
REST,0.717971,327
GraphQL,1.008935,55
REST,1.219969,326
GraphQL,1.494253,54
REST,0.801039,325
GraphQL,1.341170,52
REST,0.809115,328
GraphQL,1.006892,54
REST,0.680269,326
GraphQL,1.265286,54
REST,0.864010,324
GraphQL,1.391786,52
REST,1.029666,328
GraphQL,1.292447,56
REST,0.966069,330
GraphQL,1.209704,53
REST,0.768407,327
GraphQL,1.033213,54
REST,0.715326,329
GraphQL,1.395824,55
REST,0.771202,320
GraphQL,1.272009,52
REST,0.765456,325
GraphQL,1.334567,57
REST,0.807777,327
GraphQL,1.223226,55
REST,0.918676,326
GraphQL,1.094294,54
REST,0.837269,328
GraphQL,1.019786,56
REST,0.850854,321
GraphQL,1.075990,50
REST,0.904837,330
GraphQL,1.484845,57
REST,0.810978,327
GraphQL,1.102856,52
REST,0.911931,325
GraphQL,1.290524,55
REST,0.735294,325
GraphQL,0.991744,55
REST,0.858724,326
GraphQL,1.166457,54
REST,0.744401,323
GraphQL,1.025382,53
REST,0.845444,322
GraphQL,1.066926,53
REST,0.776161,327
GraphQL,1.099097,54
REST,0.941127,326
GraphQL,1.164672,57
REST,0.726506,326
GraphQL,1.439861,57
REST,0.846124,324
GraphQL,1.207816,53
REST,0.746254,332
GraphQL,1.478203,57
REST,0.854431,325
GraphQL,1.189661,53
REST,0.972336,326
GraphQL,1.206776,53
REST,0.826669,324
GraphQL,1.224428,52
REST,0.908465,325
GraphQL,1.057158,57
REST,0.753850,324
GraphQL,1.481138,52
REST,0.780051,327
GraphQL,1.289935,54
REST,0.737828,327
GraphQL,1.256890,59
REST,0.769178,333
GraphQL,1.101202,58
REST,0.958580,327
GraphQL,1.101513,55
REST,0.864100,327
GraphQL,1.352356,52
REST,1.009739,327
GraphQL,1.352151,54
REST,1.150457,325
GraphQL,1.560369,55
REST,0.872645,326
GraphQL,1.746053,55
REST,1.055285,327
GraphQL,1.212195,56
REST,1.088387,324
GraphQL,1.539119,52
REST,0.894929,332
GraphQL,1.167489,57
REST,0.965704,327
GraphQL,1.225339,53
REST,0.770039,325
GraphQL,1.392971,55
REST,0.992195,321
GraphQL,1.128496,50
REST,0.856425,322
GraphQL,1.455368,53
REST,0.848703,324
GraphQL,1.150837,52
REST,1.002714,329
GraphQL,1.467792,52
REST,0.855964,328
GraphQL,1.337232,56
REST,0.927020,325
GraphQL,1.249876,55
REST,0.895139,326
GraphQL,1.733861,54
REST,0.849722,325
GraphQL,1.060996,55
REST,0.956406,326
GraphQL,1.209800,54
REST,0.889041,330
GraphQL,1.272720,56
REST,0.951987,328
GraphQL,1.172172,56
REST,0.877254,329
GraphQL,1.507055,57
REST,0.911381,322
GraphQL,1.268240,53
REST,1.171126,333
GraphQL,1.219970,58
REST,0.917612,323
GraphQL,1.302454,53
REST,0.955916,328
GraphQL,1.181165,53
REST,0.861936,333
GraphQL,1.494533,58
REST,0.840455,323
GraphQL,1.075363,53
REST,1.010469,325
GraphQL,1.203347,52
